topik,keyword,tweet,gambar,url,label
serai,serai mengusir nyamuk,"Selain untuk memperkaya aroma dan rasa makanan, serai juga efektif mengusir nyamuk.",,https://twitter.com/kumparan/status/1090037587580903425,0
Masker kain,masker kain berbahaya,"Lalu apakah kalo pake masker kain tyda berbahaya juga karena kan itu kain ada pewarna kainnya yg it’s so not good for your lungsss beeeppp, I mean how are we suppose to address this issue for people out there to understand, I’m so shocked by this behavior...... Relieved face",,https://twitter.com/ichongjancong/status/1249339709353943043,1
,,Riset: Masker Kain dari Filter HEPA Berbahaya Bagi Kesehatan,,https://twitter.com/cnbcindonesia/status/1322886336999690245,0
garam,garam mengandung kaca,"Semoga aparat terkait dpt mengungkap & menangkap penebar berita hoax garam mengandung kaca yg telah bikin resah masyarakat banyak .
",,https://twitter.com/68Supriyono/status/898788967125925889,1
payudara,memandang payudara perpanjang umur pria ,Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun Sebuah studi mengatakan bahwa memandang... http://fb.me/V7u7mc5t,,https://twitter.com/pak_bay/status/708898680766464000?s=20,1
sawi putih,sawi putih impor berbahaya,"Benih sayur tsb berpotensi bw OPTK yg berbahaya. Setidakny ada 3 virus, 6 bakteri, 4 cendawan & 3 jenis biji gulma yg dpt terbawa. Contoh gol. bakteri Pseudomonas syringae pv maculicola yg bs serang lebih dr 25 species tanaman dlm famili Brassicaceae (sawi-sawian) #BenihIlegal",,https://twitter.com/Barantan_RI/status/978574577952481281,1
Rokok,Rokok baik untuk kesehatan,Minum aja lah tunggu apalagi. Rokok aja buat 18+ tetep aja yg ngerokok underaged. Kamu pikir aturan 21 tahun buat meminum alkohol bisa membuat underaged tidak meminumnya? Orang indo peduli aturan kalau itu menyangkut orang lain tapi bodo amat kalau itu mengikat diri sendiri,,https://twitter.com/tubirfess/status/1199154428588118017?s=20,1
Siwak,Siwak baik untuk gigi,"[SEUTAS INFO] Di bulan puasa, penggunaan siwak pun kemudian dianjurkan, baik sebagai alat yang bisa menjaga kesehatan dan kebersihan gigi, maupun sebagai sarana mendekatkan diri pada sunnah nabi.

Berikut 9 kandungan dalam KAYU SIWAK yg bermanfaat untuk kesehatan gigi dan mulut.",SIWAK (SALVADORA PERSICA),https://twitter.com/biadentalcenter/status/1255831995814301697,0
,,Sancho minyak goreng yang bisa diminum,,https://twitter.com/ivan_soetedjo/status/1306566837971243010,1
Goldar O,Golongan darah O kebal covid,"Goldar O kebal covid, tp ga kebal gigitan nyamuk anjrit",,https://twitter.com/dillangit/status/1317754661747617792,1
Gigi berlubang,Penyebab gigi berlubang adalah makanan manis,"Proses terjadinya gigi berlubang karena sering makan makanan & minuman manis dan sisa makanan dan minumannya mengendap di gigi.

@medikidsclinic 
@mhdcclinic

#MedikidsBekasi #WhatMillenialParentShouldKnowAboutChildrenTeeth",,https://twitter.com/Sanjayaluv/status/1151375496984141824,0
Sate,sate menyebabkan kanker,Waw... Ternyata Sate Dapat Menyebabkan Kanker! http://goo.gl/fb/SU71En #news,,https://twitter.com/lupacaratidurp/status/536111060470603777,1
yogurt,yogurt bagus untuk diet,"Alpukat punya kandungan lemak baik yg mana bagus untuk tubuh dan saat diet, apalagi dimakan saat sarapan. Tapi jgn kamu tambahin dgn pemanis/susu/creamer/yg lainnya krn bahan2 itu yg bikin naik bb. 
Yogurt pun sama baiknya. Jd semua tergantung bagaimana cara kamu mengkonsumsinya.",,https://twitter.com/adorebeel/status/1329975467844149248,1
nasi,nasi goreng berbahaya,"Nonton Investigasi malah bikin mual..Nasi Goreng Berbahaya..ayam tiren,boraks,marus sapi alias darah sapi (cont) http://tl.gd/dhlq3f",,https://twitter.com/mbbiemz/status/122988414827106305,1
,,Daun kelor dapat membersihkan racun dalam tubuh selengkapnya tonton di YouTube https://youtu.be/2rk75D3eknQ,,https://twitter.com/DahlilahHarahap/status/1278976448154308610?s=20,1
Sperma,sperma cegah korona,"Demi Cegah Virus Corona, Wanita Ini Akan Telan Sperma Pacarnya Tiap Hari",,https://twitter.com/sulsellima/status/1240968705867055104,1
Cheetos,cheetos berhenti produksi di indonesia,"Lays, Doritos dan Cheetos Berhenti Produksi Pada Agustus 2021",,https://twitter.com/CNNIndonesia/status/1362213352974413824,0
Trenggiling,Trenggiling Terancam Punah,"Aksimu dapat melestarikan trenggiling sunda, satwa liar dilindungi yg terancam punah. Caranya? Stop konsumsi daging & stop beli bahan2 yg berasal dari satwa liar. https://bijak-indonesia.org/detail/99/bijak-mendukung-konservasi-trenggiling-di-indonesia",,https://twitter.com/BIJAKonservasi/status/1303312873309913088,1
,,"Benarkah Minum Kopi Cegah Kejang-kejang pada Balita?

Saat orangtua minum kopi, terkadang suka memberikan satu... http://fb.me/3frT7DKDj",,https://twitter.com/DistroBayi/status/430234617321648128?s=20,1
binatang kurus,binatang di kebun binatang indonesia kurus,"Ternyata Tidak Hanya Beruang, Ini Foto-foto Hewan Kurus Kebun Binatang di Indonesia #TribunJabar http://fb.me/1HF7EQyrd",,https://twitter.com/teenager_TJ/status/822313778654027777?s=20,1
,,ARTIKEL KESEHATAN ONLINE: KEAJAIBAN TEPUNG TERIGU UNTUK TUNTASKAN LUKA BAKAR... http://artikelkesehatan.tk/2015/11/keajaiban-tepung-terigu-untuk-tuntaskan.html?spref=tw,,https://twitter.com/BatikPekalonqan/status/664242348419747840,1
air mawar,air mawar untuk kesehatan,4 Manfaat Air Mawar untuk Kesehatan Kulit dan Rambut https://lifestyle.okezone.com/read/2021/03/14/481/2377537/4-manfaat-air-mawar-untuk-kesehatan-kulit-dan-rambut?utm_source=dlvr.it&utm_medium=twitter,,https://twitter.com/ValentinaBatik/status/1371053009593987081,1
,,"Air kelapa muda kasih
Jeruk nipis
Madu asli
Garam dapur
Dan di minum...

Anti covid alami..
Insyaallah..",,https://twitter.com/asror_ainul/status/1360562574920613899?s=19,1
boraks,boraks berbahaya bagi tubuh,Cara Mengetahui Bakso Boraks dengan Tusuk Gigi: Kandungan pada boraks sangat berbahaya bagi sistem metabolisme tubuh.,,https://twitter.com/RingkasBerita/status/600924072118104065,1
Kentut,Mencium bau kentut bisa mencegah kanker,Menghirup Aroma Bau Kentut Bisa Memperpanjang Usia Dan Mencegah Kanker: Menghirup Aroma Bau Kentut Bisa… http://dlvr.it/D74bCr,,https://twitter.com/Superberita/status/681475075040624640,1
siput,lendir siput  untuk kecantikan,"5 Manfaat Lendir Siput untuk Perawatan Kecantikan, Berani Coba? http://bit.ly/2QyxK69",,https://twitter.com/suaradotcom/status/1048559545176403968,0
,,"Vaksin COVID 19 telah terbukti menyebabkan alat kelamin pria membesar setidaknya  20%. Fitur yang tidak terduga ini dapat membangkrutkan pasar pil pembesar penis, dan mungkin itulah sebabnya vaksin dihalangi oleh beberapa orang. Studi serupa dan menjanjikan sedang dilakukan untuk",,https://twitter.com/jk____________v/status/1345918961666256896?s=20,1
Vaksin,Vaksin covid mengandung magnet,"Ketua Technical Advisory Group on Immunization (ITAGI), Sri Rezeki Hadinegoro mengatakan, lubang jarum suntik yg digunakan utk vaksin sangat kecil sehingga tdk mungkin bisa dilewati partikel magnetik. Jadi berita bahwa vaksin Covid-19 mengandung magnet itu hoaks. #StayFitForLife",,https://twitter.com/FitRadioBandung/status/1399578702346915847,0
Anak,Anak-anak kebal covid,Tapi yang anak kecil lebih kebal covid emg bener sih,why are kids less susceptible to covid-19 ?,https://twitter.com/mieayamafui/status/1416194324170162177,1
bawang merah,manfaat bawang merah,"Manfaat Makan Bawang Merah, Salah satunya Turunkan Gula Darah #1newstainment",,https://twitter.com/VIVAcoid/status/1025939154595655681,0
,,waduh israel diem diem bikin pembalut tapi didalem pembalut diselipin virus HIV/AIDS. ckckck parah,,https://twitter.com/billynogoposo/status/380306446262362112?s=20,1
,,"Apaan lama bener, 3 jam setelah vaksin gaboleh kopi, soda, sama alkohol",,https://twitter.com/lutfimustofa/status/1422428162756022275?s=20,1
jackie chan ,jackie chan masuk islam,"#kamucakeptapi tapi suka share ""  jackie chan masuk islam.. like dan share jika kamu muslim, abaikan jika non muslim """,,https://twitter.com/faa_ahfa/status/724975201251778560,1
vaksin,vaksin merusak sel otak,"[SALAH] Vaksin Covid-19 Merusak Sel Otak dan Sel Darah 

Associate Professor dan Peneliti Kimia Farmasi Universiti Putra Malaysia mengatakan bahwa virus yang menyerang otak …",,https://twitter.com/TurnBackHoax/status/1383616398262378508,0
biji apel,biji apel mengandung sianida,"fyi biji apel mengandung sianida gaes,bisa dicoba :)",,https://twitter.com/klogffg/status/1322889147518889985,1
razia masker,denda razia masker ,"Saya berani statement Tokoh2 pejabat d negara kita Pake masker ketika ada kamera doank.Ini curhat saya selama 7 bulanMenerapkan denda ke rakyat jelata, itu ga efektif, mreka bakal pake masker ketika ada razia doank
Belajarlah edukasi tanpa harus dengan cara menakuti
",,https://twitter.com/tirta_hudhi/status/1309016173724479488?s=20,1
tembakau,tembakau dapat digunakan sebagai pestisida,"@bem_unsoed
 tembakau mending digunakan sebagai pestisida nabati",,https://twitter.com/ArieSukadir/status/472556203029958656,1
,,"Saya juga bingung kenapa pula minum Starbuck haram karena LGBT terus masuk neraka. Terus di Mecca,Madina,Saudi Arabia,UAE,& Malaysia rileks je rakyat mereka yang Muslim makan kue & minum kopi di 
@Starbucks
 
@StarbucksMY
 .

Yang di Indonesia tak perlu nak ikut Iran atau Pakistan.",,https://twitter.com/amiryogi/status/990197954962014208,1
jackie chan ,jackie chan meninggal,"#Videolah: Jackie Chan meninggal dunia, ternyata HOAX http://goo.gl/fb/kZkCkq",,https://twitter.com/videolah/status/599420370471559169,1
sirip,sirip hiu bermanfaat,Eh eh.. Sirip hiu itu bermanfaat bagi kesehatan? Coba baca ini dulu.. #imlekbebashiu http://seastewards.org/projects/shark-finning/isnt-shark-fin-soup-healthy/,,https://twitter.com/OlgaLy_DIA/status/695852304969248768,1
garam,garam mengandung kaca,Waspada ! Ada Garam Mengandung Serbuk Kaca http://fb.me/ycEghcr4,,https://twitter.com/geloraco/status/897350257117351936,1
Manfaat,Manfaat Daun Sirsak,"4 Manfaat Daun Sirsak bagi Kesehatan, Salah Satunya Obat Kanker https://tekno.tempo.co/read/1472961/4-manfaat-daun-sirsak-bagi-kesehatan-salah-satunya-obat-kanker?utm_source=Twitter&utm_medium=Digital%20Marketing&utm_campaign=dlvrit… #TempoTekno",,https://twitter.com/tempodotco/status/1404806699966472195,0
Jual ,Jual ginjal untuk kuliah,"Ayah Jual Ginjal untuk Kuliah Anak di Unsoed, Ditolak Istri: 'Iya pak saya udah larang keinginannya (menj... http://bit.ly/1HisDdE",,https://twitter.com/TarmanArifin/status/627889989582348288,1
Olahraga,Manfaat olahraga pagi,Emng manfaat olahraga pagi jam segini udh ngantuk,,https://twitter.com/agrjonasmercury/status/1360961155993272326,1
Bunga megapuspa,bunga megapuspa mekar di puncak jayawijaya,"Bunga megapuspa tadi jam 14 mekar di puncak Jayawijaya, selama 33 thn baru mekar lagi, di dunia hanya ada di puncak Jaya",,https://twitter.com/AjusThalib/status/900347468205797376?s=20,1
jahe ,jahe mencegah corona,Minum Jahe untuk mencegah Corona. #PollarPhotoArt #dramaticlooks #art #cinematiccolor #Fujifilm #x-seriescamera #JaheMerah #creativecolor #photooflife https://instagram.com/p/B9XEvI0h1Wd/?igshid=12sxhnfchrl2f,,https://twitter.com/antonbennedick/status/1235619905044541440,1
gas,subsidi gas 3kg dicabut,"Berita dicabut nya subsidi Gas 3Kg masih sekedar berita Hoax, belum ada perintah/keputusan jelas dari pemerintah soal hal itu.

Dan tarif dasar listrik 900 VA jg batal naik, jangan selalu sebar berita lama yang kunjung jadi berita Hoax, 

UPDATE INFORMASI ITU PENTING!
",,https://twitter.com/InfoNKR1/status/1218705429997309953,0
jackie chan ,jackie chan masuk islam,"Subhanallah.. 
Jackie Chan masuk Islam.

Share dan Like berita gembira ini. 
RT untuk mendapatkan rejeki berlimpah",,https://twitter.com/lelakibugis/status/653202325943664640,1
,,Ternyata Bawang Putih bisa Sembuhkan Obat Flu dan Batuk http://goo.gl/fb/voN0SO,,https://twitter.com/ayick13/status/598881530170191872,1
Kerokan,Kerokan dapat menyembuhkan masuk angin,kerokan ibu always selalu menyembuhkan..,,https://twitter.com/didepancangkir/status/1029778384094547969,1
Bayam,Bayam baik untuk zat besi,Didalam sayuran hijau seperti bayam terdapat kandungan zat besi yang sangat baik untuk atasi anemia #InfoGizi,,https://twitter.com/Cinddypalestin/status/770847525117067264?s=20,0
Sarang burung,sarang burung walet bermanfaat,"Kita semua dah tahu bahawa sarang burung walet adalah 'suplemen kecantikan' yang sangat bermanfaat bukan sahaja untuk kecantikan malah kesihatan juga! Ditenun oleh burung Walet melalui air liurnya, sarang... https://facebook.com/100001489054168/posts/2503781299681481/",,https://twitter.com/airin_ayda/status/1148546541566812161,1
Nanas,Nanas dapat menggugurkan kandungan,"Cara Menggugurkan Kandungan Dengan Buah NANAS,PEPAYA,DURIAN: Cara Menggugurkan Kandungan Dengan Buah - Berbagai… ",,https://twitter.com/Btcbisnis/status/788864901188026368,1
,,Dalam Waktu 3 Jam Bawang Putih Bisa Sembuhkan Flu. Begini Caranya http://bit.ly/1kuGOZ5,,https://twitter.com/browngalau/status/682407513820663811,1
,,"Bertapa 40 hari sambil nonton Sinetron ""Ikatan Cinta"" ya prof. 
@mohmahfudmd
 ..Wajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipit, plus Goyang Ubur-Ubur..
~•~
Lapor Jokowi, Mahfud MD 'Setor' Obat Sembuhkan Covid-19 Hasil Bertapa 40 Hari",,https://twitter.com/kandargalang/status/1420964693301104641,1
vaksin,vaksin merubah dna,"Kekwatiran sejumlah orang yg bilang itu merubah struktur DNA kita tdk berdasar krn terbukti tdk terjadi pada uji klinis fase 1 & 2. Walau aman jangka pendek, keamanan jangka panjang perlu dibuktikan seiring waktu. Sekali lagi vaksin perdana umat manusia yg berbasis RNA",,https://twitter.com/Ernie_es/status/1350278955908022275,0
Mandi,mandi malam berbahaya,Mandi Malam Hari Berbahaya Bagi Kesehatan? Benarkah Demikian? Berikut Jawabannya http://fb.me/wSdDE9pB,,https://twitter.com/henry_wibow/status/876086076217192448,1
guntur,guntur soekarno putra meningal,Beredar Kabar Guntur Soekarno Putra Meninggal Dunia: Ayah mertua Puti Guntur Soekarno Putri yang meninggal dunia. http://bit.ly/1p6Hnv5,,https://mobile.twitter.com/search?q=Guntur Soekarno Putra Meninggal &src=typed_query,1
Kemenag,Kemenag menghapus kurikulum agama,"Kita jangan diam saja, hajar nih si Menag kok seenak jidatnya menghapus pend. Agama, perlu juga kita tahu, agama si Menag ini apa toh Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.Xfhzm6Vnxvp.facebook",,https://twitter.com/AyraLubis/status/1216425868756541440?s=20,1
tbc,tbc penyakit menular,"haha gue udah kebiasaan pake masker. kayaknya kalaupun hari itu beneran dateng, gue kemana2 bakal tetep pake masker. buat prevent debu dll juga",,https://twitter.com/havialifa/status/1421924656668307456,1
,,"Gak habis pikir saja. Gaji sudah di pajak (PPH) ,sisa gaji yang sudah dipajak jika buat beli makanan msh dipajak lagi, sisanya gaji ditabung untuk beli barang entah rumah, elektronik, kena pajak lagi. Sekarang untuk beli sembako kena PPN 12%.",,https://twitter.com/T_hamidha/status/1402889557377384449?s=19,1
,,"Silahkan bermanuver mencari dukungan tokoh-tokoh.

 Yang jelas Mayoritas Netizen Muhammadiyah Dukung Fatwa Haram Pilih PSITengkorak",,https://twitter.com/AbidinZainmd/status/979001976875814917,1
Daun Kelor,daun kelor untuk kecantikan,"Selain ampuh untuk menyembuhkan berbagai penyakit, daun kelor juga nyatanya bermanfaat untuk menunjang kecantikan kulit.  #khasiatdaunkelor",,https://twitter.com/Genpi_Co/status/1383625335938326531,1
Presiden,Presiden Jokowi akan Disuntik Vaksin selain Sinovac,"Presiden 
@jokowi
 telah disuntik vaksin Sinovac hari ini, (13/1). Selain Jokowi, beberapa perwakilan masyarakat juga akan disuntik vaksin. #BersamaKitaVaksin https://youtu.be/_TVFlqgzQ3A",,https://twitter.com/kumparan/status/1349186075822936066,0
KODE,kode babi pada makanan,Kode E tidak dapat mengidentifikasikan bahwa bahan tersebut mengandung babi.,,https://turnbackhoax.id/2016/02/04/hoax-kod-babi-pada-makanan/,0
,,Mahfud MD: Saya Tak Pernah Lapor ke Presiden Adanya Obat Covid-19 Hasil Bertapa 40 Hari,,https://twitter.com/pikiran_rakyat/status/1421432841422786563,0
,,"Permisi, numpang tanya.
Apa bener sekarang kalo mau ngurus keperluan di instansi harus ada bukti sertifikat vaksin ?
Misal mau buat skck, harus nunjukin sertifikat vaksin ?
Terima kasih buat yang baca dan yang ngerespon
[TF]",,https://twitter.com/tegalfess/status/1413081347212464140?s=20,1
Anak,Anak-anak kebal covid,keren yak anak jendral di indo pada kebal covid semua jadi kaga perlu make masker,,https://twitter.com/utanisme/status/1412595571517366276,1
Teh,Manfaat meminum teh,Salah satu manfaat meminum teh hangat d sore hari ialah......................menghilangkan dahaga~,,https://twitter.com/alfarisialmer/status/345114416431390720,0
,,"4.c. Penggunaan ginjal KERA, SEL KANKER MANUSIA, SERUM dr SAPI yg sembelihannya tdk Islami, ENZIM BABI utk pembuatan berbagai jenis vaksin.",,https://twitter.com/halalcorner/status/138241276305883136?s=20,1
,,Bumi datar,,https://twitter.com/musangkertas/status/1422713706119516167,1
kumis kucing,manfaat kumis kucing,"Tak Banyak yang Tahu, Ini 6 Manfaat Kumis Kucing bagi Kesehatan, Di Antaranya Menyehatkan Jantung http://dlvr.it/RlHMZH",,https://twitter.com/galamedianews/status/1325683299696586752,0
lontong,lontong plastik berbahaya,"Jangan Masak Lontong Pakai Plastik, Berbahaya! BPOM: Pedagang yang Pakai Plastik Akan Ditindak http://fb.me/2EtUp21WO",,https://twitter.com/YKT_Publisher/status/764641932450598912,1
Cuka apel,Cuka apel diklaim bisa untuk diet,"Kaya Manfaat, Ini 11 Khasiat Cuka Apel untuk Wajah, Kecantikan, dan Diet",,https://twitter.com/Dreamcoid/status/1206402324270215168,1
payudara,memandang payudara perpanjang umur pria ,Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun http://fb.me/777fIT9Xk,,https://twitter.com/CVINOVETPRO/status/736563056617000960?s=20,1
buah,makan buah saat perut kosong dapat menyembuhkan kanker,CEK FAKTA: Hoaks Makan Buah Saat Perut Kosong Bisa Sembuhkan Kanker: Kabar makan buah saat perut kosong bisa menyembukan penyakit kanker tidak terbukti alias hoaks. Bahkan dua orang yang diklaim sebagai Dokter faktanya bukanlah Dokter yang sesungguhnya.,,https://twitter.com/merdekadotcom/status/1303958421620760576?s=20,1
,,"Japan knk earthquakes!Malang tdk berbau?Sabah sila berjaga jaga juga!Patut kat news ada banyak ikan mati ari marik ,ya tanda2 tsunami&kiamat",,https://twitter.com/folkloreswifty/status/46163341487517696?s=20,1
kunyit,manfaat kunyit,"Untuk merasakan manfaat pisang sebagai penurun darah tinggi, Anda dapat membuat jus pisang yang ditambahkan dengan beberapa bahan lainnya. 
Berikut resep membuat jus pisang untuk obat tekanan darah tinggi 
Pisang uli 1 buah atau 100 gram 
Jeruk nipis 1/2 buah",,https://twitter.com/asemkunyit_/status/1422073266307440642,0
,,"Malem2 ngaji ada yg aneh....di Qur'an yg sama, kata ""aulia"" disurah al-a'raf:3 diterjemahkan sebagai pemimpin...sementara di al maidah:51, diterjemahkan sebagai teman setia.....",,https://twitter.com/maksudi_laksono/status/1265323697432219648?s=20,1
BEM UI,kritik BEM UI kepada pak jokowi,Jokowi Minta Kampus Tak Halangi Mahasiswa Berekspresi,,https://twitter.com/CNNIndonesia/status/1409797632193560580,0
Mustafa kemal,Azab mustafa kemal,"Padahal Mustafa Kemal laknatullah adalah musuh terbesar umat Islam, karena dialah <semoga azab terus ditimpakan... http://fb.me/8mi39pRZ6",,https://twitter.com/grapikin/status/883914861599535104?s=20,1
madu,madu berbahaya untuk bayi,"Waduh, Ternyata Madu Berbahaya untuk Bayi! https://lifestyle.okezone.com/read/2019/10/08/481/2114145/waduh-ternyata-madu-berbahaya-untuk-bayi",,https://twitter.com/Lintas_MNCTV/status/1181418943145078786,0
Garam ,Garam mengandung pecahan kaca,Firman diberi banyak garam oleh Dahlia. Tetapi ternyata pembeli gado2 Hana protes krn gado2nya mengandung pecahan kaca #JODOHWASIATBAPAK167,,https://twitter.com/Pesbukers_antv1/status/903623733314772993?s=20,1
Tidur siang,Manfaat tidur siang,Sebuah studi yang dipublikasikan pada jurnal Heart menunjukkan bahwa tidur siang bisa menurunkan risiko penyakit jantung. Hasil ini membuat kita memikirkan kembali manfaat dari tidur siang.,,https://twitter.com/NGIndonesia/status/1215536250393972736,0
garam,garam berbahaya,"Diantara Gula dan Garam, yang Mana Lebih Berbahaya untuk Kesehatan? https://ift.tt/2HvmAeB",,https://twitter.com/HaiMagazine/status/989450083619016704,1
,,Makan buah selagi perut kosong menjadi obat penyembuh cancer (kanker) http://fb.me/JpqG3XhR,,https://twitter.com/bisulthon/status/321226781036265472?s=20,1
skck,urus skck harus menggunakan sertifikat vaksin,"Lucu nya kita , perlu kerja harus ada skck mau urus skck harus ada kartu vaksin .. Serba serbi kebodohan . #SKCK polemik",,https://twitter.com/Ja04cob/status/1423528855168446469,1
Daun Pepaya,jus daun pepaya untuk obat DBD,Juice Daun Pepaya Untuk Obat Demam Berdarah: Berdasarkan pengalaman dari seorang anak laki-laki yang telah sembuh ... http://bit.ly/d915x8,,https://twitter.com/LokadataID/status/26051603809,1
Penyu,Penyu Belimbing Terancam Punah,"Penyu raksasa Papua Barat terancam punah: Penyu belimbing dan penyu raksasa di Bentang Laut, Kepala Burung,… http://dlvr.it/MZd9nd",,https://twitter.com/Sobat_promo/status/793811214547595264,0
internet,pemerintah gratiskan akses internet,ntah Tetap Dirumah & Jaga Jarak. *Sebagai Insentif Pemerintah Gratiskan Akses Internet*. Baca Selengkapnya Di …https://www.internet.gratis.pemerintah.go.id.berita.sctv.asia/daftar,,https://twitter.com/GoneBeAlright/status/1248478600061284354?s=20,1
rokok,rokok berbahaya untuk ibu hamil,"Asap rokok terbukti mengandung banyak zat berbahaya bagi kesehatan manusia, apalagi bagi ibu hamil. Jadi sangat dilarang keras untuk merokok",,https://twitter.com/ethica_id/status/645045809386422272,1
Radiasi,Radiasi sinyal hp,Awas! Radiasi Sinyal HP Dapat Merusak Perkembangan Otak Anak Dalam 2 Menit. http://fb.me/29qvQQKMV,,https://twitter.com/IY_mhia/status/471070878524928001,1
garam ,garam sembuhkan covid,"Sahabat Twitter se dunia ada obat sederhana yang cukup mudah di dapat, sangat efektif manjur untuk obat covid 19, jeruk nipis dan garam, blimbing wuluh dan garam, konsumsilah terus menerus sampai covid 19 di nyatakan hilang dan sembuh",,https://twitter.com/hardi_hardiman2/status/1258453789662687239,1
garam,garam berbahaya,"Malahan pihak rumkit sudah merekomendasikan untuk mengganti penggunaan garam dengan MSG - MSG dan garam itu sama2 natrium, malahan garam lebih berbahaya jika kebanyakan. https://google.com/amp/s/m.liputan6.com/amp/622862/garam-akan-diganti-vetsin-di-rumah-sakit",,https://twitter.com/xfarizax/status/1123057050001465345,1
,,"Sama kayak papaku nder. Dulu jaman rumor es krim magnum pake gelatin babi papaku percaya, tapi papaku tetep beli. Katanya ""yang haram-haram tuh sebenernya enak"" Wajah menangis kencangWajah menangis kencangWajah menangis kencang",,https://twitter.com/jvixydey/status/1219572246475239425,1
,lowongan kerja PT.Freeport,"Ada Lowongan Kerja Terbaru di Freeport Indonesia, Ini Dia Syaratnya https://magsberita287627629.wordpress.com/2018/04/10/ada-lowongan-kerja-terbaru-di-freeport-indonesia-ini-dia-syaratnya/",,https://twitter.com/andri000me_15/status/983502097571201024?s=20,1
,,"NFO TANAMAN OBAT: gunakan jus daun jambu biji ( pilih daun yg masih muda) , bubuhkan garam sedikit, dan pakai air matang. Untuk obat DIARE.",,https://twitter.com/DesaLeilem/status/249397968837410816,1
Ahok,Ahok Mengucapkan Dua Kalimat Syahadat,Lihat Ini Rekaman Ahok Mengucapkan Dua Kalimat Syahadat. Ketua FPI Pun Meneteskan Airmata - http://hiburan24.id/2016/11/25/513/,,https://twitter.com/fizzy_aditya/status/802236293442740224,1
,,melihat payudara 10 menit perhari bisa meningkatkan kesehatan pria dan menambah 4-5 tahun harapan hidup. http://kask.us/4556169,,https://twitter.com/XOneeBenaJa/status/17388963043?s=20,1
Habieb Rizieq,Habieb Rizieq keturunan 38 rasulullah,"Kami tahu pertanyaanmu melecehkan IB-HRS, tapi tetap mesti dijawab... Kalau belum puas dan tdk minat baca ini, silahkan nge-you tube statement Nusron Wahid (golongan anda) di ILC ~KERAJAAN ARAB SAUDI TETAPKAN: HRS KETURUNAN RASULULLAH SAW KE-38~ ",,https://twitter.com/AmirYandra/status/1335274553283551234?s=20,1
Kerupuk,Kerupuk mengandung plastik,Trus pernah kesebar hoax bahwa kerupuk yg seribu itu mengandung plastik? damn! itu emak gue dapet dari WA dan pas di tanya sumbernya dari mana dia gatau.. cuma share dari temen.,,https://twitter.com/damnkuyang/status/1211293997592764416,1
Buah naga,Manfaat buah naga,"Ragam Manfaat Buah Naga, Bisa Sembuhkan Sel Tubuh Rusak",,https://twitter.com/CNNIndonesia/status/1287892348265881602,0
Vaksin,Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,"VAKSIN COVID-19 BERBENTUK VAPE

[SATIRE/PARODY]

Berdasarkan hasil pemantauan Jabar Saber Hoaks. Beredar foto vaksin Covid-19 yang diklaim buatan Pfizer yang berbentuk vape atau rokok elektrik.

Dalam unggahan di media sosial terdapat vape yang masih dibungkus dengan logo dan",,https://twitter.com/pikobar_jabar/status/1345690885896343554,1
bisa,bisa cobra mematikan ,"Sama-sama memiliki bisa yang mematikan, bisakah Sobat7 membedakan cobra dengan king cobra? Apa yang membedakan keduanya?",,https://twitter.com/TRANS7/status/1314091713292636160,0
Micin,Micin menyebabkan kanker,"Banyak yang suka salah kaprah kalo makanan mengandung micin menyebabkan berbagai penyakit terutama kanker Kanker disebabkan banyak faktor lainnya seperti stress berlebihan, paparan radiasi, hormon tidak stabil,… https://instagram.com/p/B-gdo_shOYb/?igshid=1qgcstczctsl5",,https://twitter.com/vivianhuberta/status/1245948502728773634,1
,,Ada yang mau ikut ? Bahwa jaringan 5g bahaya buat kita semua hehe ketoke,"Yang Berkenan Gabung team koordinator dm saya.

#A N O N Y M O U S
MILLION MASK  MARCH INDONESIA 5 NOVEMBER 2020
ALL AROUND THE WORLD
",https://twitter.com/Behakuda2/status/1323314212618133505,1
Hukum,tolak banding hrs,"HAKIM YG TOLAK BANDING HRS,
POTONG  HUKUMAN DJOKO TJANDRA & PINANGKI
SEMOGA KEZHALIMAN CEPAT TUMBANG, AMIN YRA
#BebaskanHRS",,https://twitter.com/difa_ahmad/status/1432355485781356548?s=20,1
Permen susu,Permen susu mengandung narkoba,"HEBOH! Anak Lemas Setelah Makan Permen Susu Mengandung Narkoba di Banyumas, Ini Kata BPOM >> https://goo.gl/MdcTHM",,https://twitter.com/arena_wanita/status/1021364383539245058?s=20,1
